file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/data/food_delivery/entity/FoodDeliveryOrder.java,food_delivery.entity.FoodDeliveryOrder,class,11,15,4,11,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,10,0,0,0,0,0,3,1,0,0,8,0,0,0,0,24,1,0
/data/food_delivery/FoodDeliveryApplication.java,food_delivery.FoodDeliveryApplication,class,11,12,1,11,2,1,0,2,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0
/data/food_delivery/repository/FoodDeliveryOrderRepository.java,food_delivery.repository.FoodDeliveryOrderRepository,interface,2,3,1,2,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0
/data/food_delivery/service/FoodDeliveryService.java,food_delivery.service.FoodDeliveryService,interface,6,9,3,6,8,1,0,0,28,0.0,0.0,0.0,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0
/data/food_delivery/config/SecurityConfig.java,food_delivery.config.SecurityConfig,class,13,13,0,13,3,2,0,14,3,0.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,7,0,0,0,0,0,1,0,0,37,1,0
/data/food_delivery/controller/FoodDeliveryController.java,food_delivery.controller.FoodDeliveryController,class,19,20,1,19,9,1,0,11,0,0.11111111,0.7777778,0.7777778,9,0,9,0,0,0,9,0,0,0,2,1,0,2,0,0,1,0,0,39,9,0,0,0,0,19,0,1,0,2,0,0,0,0,42,1,8
/data/food_delivery/entity/TripOrderInfo.java,food_delivery.entity.TripOrderInfo,class,3,6,3,3,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,1,0
/data/food_delivery/entity/StationFoodStoreInfo.java,food_delivery.entity.StationFoodStoreInfo,class,5,6,1,5,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,19,1,0
/data/food_delivery/entity/SeatInfo.java,food_delivery.entity.SeatInfo,class,3,6,3,3,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,1,0
/data/food_delivery/config/SecurityConfig.java,food_delivery.config.SecurityConfig$Anonymous1,anonymous,1,1,0,1,1,1,0,6,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,-1,0
/data/food_delivery/service/FoodDeliveryServiceImpl.java,food_delivery.service.FoodDeliveryServiceImpl,class,19,20,1,19,18,1,0,30,0,0.5277778,1.0,1.0,9,0,8,1,0,0,8,0,0,0,4,1,0,3,0,1,1,0,1,124,17,1,8,0,0,34,17,27,2,28,2,1,0,0,77,1,15
/data/food_delivery/init/InitData.java,food_delivery.init.InitData,class,6,7,1,6,2,1,0,7,0,0.5,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,1,0,1,0,1,1,0,1,14,0,0,0,1,0,2,1,2,0,3,1,0,0,0,27,1,2
/data/food_delivery/entity/DeliveryInfo.java,food_delivery.entity.DeliveryInfo,class,3,6,3,3,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,1,0
/data/food_delivery/service/FoodDeliveryServiceImpl.java,food_delivery.service.FoodDeliveryServiceImpl$Anonymous1,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
