file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/data/org/myproject/ms/monitoring/ChainKeys.java,org.myproject.ms.monitoring.ChainKeys$Message,innerclass,1,1,0,1,6,1,0,0,13,0.77777773,0.2,0.2,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,39,3,0,0,0,0,1,0,6,0,3,0,0,1,0,9,9,0
/data/org/myproject/ms/monitoring/antn/DefaultSpanCreator.java,org.myproject.ms.monitoring.antn.DefaultSpanCreator,class,9,11,2,9,6,1,0,17,1,0.5,0.0,0.0,3,0,1,1,0,1,2,0,0,0,2,1,0,2,0,0,2,0,2,21,3,0,0,0,0,5,0,4,1,4,1,0,0,0,21,0,1
/data/org/myproject/ms/monitoring/antn/SleuthAdvisorConfig.java,org.myproject.ms.monitoring.antn.SleuthInterceptor,class,15,17,2,15,24,1,0,28,8,0.7,0.0,0.0,8,0,3,5,0,0,3,0,0,0,5,1,0,5,0,0,1,0,4,89,10,0,11,1,0,8,0,13,4,12,3,0,0,0,68,0,2
/data/org/myproject/ms/monitoring/instrument/msg/TCInter.java,org.myproject.ms.monitoring.instrument.msg.TCInter,class,18,22,4,18,21,3,1,32,28,0.0,0.0,0.0,8,0,5,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,76,8,1,6,0,0,0,0,8,0,8,2,0,0,0,55,1,0
/data/org/myproject/ms/monitoring/instrument/web/HSExtra.java,org.myproject.ms.monitoring.instrument.web.HSExtra,interface,2,6,4,2,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
/data/org/myproject/ms/monitoring/instrument/web/client/TRTInter.java,org.myproject.ms.monitoring.instrument.web.client.TRTInter,class,12,16,4,12,5,2,0,9,3,0.0,0.0,0.0,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,0,1,0,2,0,0,1,0,2,0,0,0,42,1,1
/data/org/myproject/ms/monitoring/ChainKeys.java,org.myproject.ms.monitoring.ChainKeys$Hystrix,innerclass,0,0,0,0,8,1,0,0,20,0.75,0.14285715,0.14285715,8,0,8,0,0,0,8,0,0,0,4,0,0,4,0,0,0,0,0,30,4,0,0,0,0,4,0,8,0,4,0,0,0,0,12,9,0
/data/org/myproject/ms/monitoring/instrument/async/LCTRun.java,org.myproject.ms.monitoring.instrument.async.LCTRun,class,7,10,3,7,4,2,0,14,0,0.5,0.5,0.5,4,0,3,0,1,0,4,0,0,0,2,1,0,1,1,0,2,0,1,27,1,0,0,1,0,1,0,5,1,4,1,0,0,0,30,1,0
/data/org/myproject/ms/monitoring/instrument/web/TSDBPProcess.java,org.myproject.ms.monitoring.instrument.web.TSDBPProcess,class,5,6,1,5,6,2,0,7,1,0.5,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,2,1,0,2,0,0,2,0,1,39,3,0,0,0,1,3,0,2,1,2,2,0,1,0,30,0,1
/data/org/myproject/ms/monitoring/spl/IsChainingSampler.java,org.myproject.ms.monitoring.spl.IsChainingSampler,class,3,3,0,3,2,1,0,1,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1,0
/data/org/myproject/ms/monitoring/lgger/ItemLogger.java,org.myproject.ms.monitoring.lgger.ItemLogger,interface,1,8,7,1,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
/data/org/myproject/ms/monitoring/ChainRunnable.java,org.myproject.ms.monitoring.ChainRunnable,class,5,8,3,5,15,1,2,12,6,0.7083333,0.45454547,0.8333333,12,0,7,0,5,0,12,0,0,0,6,1,0,6,0,0,6,0,0,63,10,0,1,1,0,1,0,7,0,7,1,0,0,0,34,1,0
/data/org/myproject/ms/monitoring/antn/NoOpTagValueResolver.java,org.myproject.ms.monitoring.antn.NoOpTagValueResolver,class,1,3,2,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
/data/org/myproject/ms/monitoring/instrument/msg/HBMInject.java,org.myproject.ms.monitoring.instrument.msg.HBMInject,class,8,10,2,8,23,1,0,37,33,0.6,0.0,0.0,10,0,2,8,0,0,2,0,0,0,1,0,0,1,0,0,1,0,4,79,6,2,3,0,0,1,1,7,3,6,3,0,0,0,44,1,0
/data/org/myproject/ms/monitoring/ItemInjector.java,org.myproject.ms.monitoring.ItemInjector,interface,2,6,4,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
/data/org/myproject/ms/monitoring/util/TextMapUtil.java,org.myproject.ms.monitoring.util.TextMapUtil,class,0,3,3,0,3,1,0,3,1,0.0,NaN,NaN,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,1,0,1,1,1,0,0,7,17,0
/data/org/myproject/ms/monitoring/instrument/msg/TSMAConf.java,org.myproject.ms.monitoring.instrument.msg.TSMAConf,class,12,14,2,12,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0
/data/org/myproject/ms/monitoring/instrument/web/SWProp.java,org.myproject.ms.monitoring.instrument.web.SWProp,class,2,5,3,2,6,1,0,0,9,0.75000006,0.2,0.2,6,0,6,0,0,0,6,0,0,0,4,1,1,3,0,0,1,0,0,67,3,0,0,0,0,2,0,6,0,4,0,0,4,0,35,1,0
/data/org/myproject/ms/monitoring/instrument/web/TSOStr.java,org.myproject.ms.monitoring.instrument.web.TSOStr,class,6,7,1,6,25,2,0,13,0,0.59420294,1.0,1.0,23,0,22,0,0,1,23,0,0,0,3,1,0,3,0,0,3,0,3,83,1,0,0,0,0,2,0,3,0,3,1,0,0,0,37,0,2
/data/org/myproject/ms/monitoring/instrument/web/client/TARTemp.java,org.myproject.ms.monitoring.instrument.web.client.TARTemp$TraceSuccessCallback,innerclass,7,7,0,7,6,1,0,12,0,0.55,NaN,NaN,5,0,1,4,0,0,1,0,0,0,4,1,0,4,0,0,4,0,1,28,1,0,0,0,0,1,0,4,0,4,1,0,0,0,20,10,1
/data/org/myproject/ms/monitoring/antn/TagValueResolver.java,org.myproject.ms.monitoring.antn.TagValueResolver,interface,0,3,3,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
/data/org/myproject/ms/monitoring/instrument/web/SWProp.java,org.myproject.ms.monitoring.instrument.web.SWProp$AsyncClient,innerclass,2,2,0,2,4,1,0,0,2,0.5,0.33333334,0.33333334,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,16,2,0,0,0,0,0,0,2,0,2,0,0,0,0,9,9,0
/data/org/myproject/ms/monitoring/instrument/msg/TMHead.java,org.myproject.ms.monitoring.instrument.msg.TMHead,class,0,0,0,0,1,1,0,0,0,1.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,9,9,7,0,0,2,9,0,0,13,0,0,0,0,0,9,0,9,0,9,0,0,0,0,18,1,0
/data/org/myproject/ms/monitoring/instrument/web/client/TWCAConf.java,org.myproject.ms.monitoring.instrument.web.client.TWCAConf,class,13,13,0,13,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20,1,0
/data/org/myproject/ms/monitoring/antn/SleuthAdvisorConfig.java,org.myproject.ms.monitoring.antn.SleuthAdvisorConfig$AnnotationClassOrMethodFilter,innerclass,2,2,0,2,2,2,0,2,0,0.0,1.0,1.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,12,18,0
/data/org/myproject/ms/monitoring/instrument/web/client/ATHRInter.java,org.myproject.ms.monitoring.instrument.web.client.ATHRInter,class,11,15,4,11,11,1,2,27,6,0.6875,0.73333335,1.0,8,0,1,2,5,0,6,0,0,0,4,1,0,0,4,0,4,0,2,44,5,0,1,0,0,4,0,7,2,7,1,0,0,0,39,1024,1
/data/org/myproject/ms/monitoring/spl/PBSamp.java,org.myproject.ms.monitoring.spl.PBSamp,class,5,6,1,5,10,1,0,8,1,0.44444445,0.33333334,0.33333334,3,1,2,0,0,1,3,0,0,0,3,0,0,3,0,0,3,0,1,44,4,2,4,0,1,0,9,12,2,10,2,0,0,0,33,1,0
/data/org/myproject/ms/monitoring/instrument/web/HSRTMap.java,org.myproject.ms.monitoring.instrument.web.HSRTMap,class,3,4,1,3,5,1,0,9,0,0.16666667,1.0,1.0,3,0,2,0,0,1,3,0,0,0,2,0,0,2,0,0,2,0,0,22,1,1,1,0,0,0,0,6,0,6,1,0,0,0,25,0,0
