file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/data/foodsearch/config/SecurityConfig.java,foodsearch.config.SecurityConfig$Anonymous1,anonymous,1,1,0,1,1,1,0,6,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,-1,0
/data/foodsearch/mq/RabbitSend.java,foodsearch.mq.RabbitSend,class,5,8,3,5,1,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,1,0,2,0,0,1,0,0,8,0,0,0,0,0,1,0,1,1,2,0,0,0,0,11,1,1
/data/foodsearch/entity/FoodOrder.java,foodsearch.entity.FoodOrder,class,8,12,4,8,1,1,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,7,0,0,7,0,0,0,0,0,11,0,0,0,0,0,3,1,0,0,7,0,0,0,0,17,1,0
/data/foodsearch/service/FoodServiceImpl.java,foodsearch.service.FoodServiceImpl$Anonymous3,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/data/foodsearch/controller/FoodController.java,foodsearch.controller.FoodController,class,19,20,1,19,9,1,0,17,0,0.44444445,0.5833333,0.5833333,9,0,9,0,0,0,9,0,0,0,3,1,0,1,0,2,1,0,1,46,9,0,0,0,0,21,0,3,0,5,0,0,0,0,56,1,7
/data/foodsearch/FoodApplication.java,foodsearch.FoodApplication,class,11,12,1,11,2,1,0,2,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0
/data/foodsearch/config/SecurityConfig.java,foodsearch.config.SecurityConfig,class,13,13,0,13,3,2,0,15,3,0.6666667,0.0,0.0,3,0,2,0,1,0,3,0,0,0,1,0,0,0,0,1,0,0,0,18,2,0,0,0,0,11,0,1,0,1,0,1,0,0,66,1,0
/data/foodsearch/repository/FoodOrderRepository.java,foodsearch.repository.FoodOrderRepository,interface,3,4,1,3,5,1,0,0,10,0.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0
/data/foodsearch/service/FoodServiceImpl.java,foodsearch.service.FoodServiceImpl,class,21,22,1,21,39,1,0,53,0,0.53571427,0.71428573,0.71428573,8,0,7,1,0,0,7,0,0,0,7,1,0,5,0,2,1,0,7,224,18,6,15,2,1,44,25,41,6,42,4,3,0,1,106,1,21
/data/foodsearch/service/FoodServiceImpl.java,foodsearch.service.FoodServiceImpl$Anonymous1,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/data/foodsearch/service/FoodServiceImpl.java,foodsearch.service.FoodServiceImpl$Anonymous2,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/data/foodsearch/config/Queues.java,foodsearch.config.Queues,class,3,3,0,3,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,5,1,0
/data/foodsearch/entity/AllTripFood.java,foodsearch.entity.AllTripFood,class,3,4,1,3,1,1,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,1,0
/data/foodsearch/entity/Delivery.java,foodsearch.entity.Delivery,class,1,3,2,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,4,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,1,0
/data/foodsearch/service/FoodService.java,foodsearch.service.FoodService,interface,3,5,2,3,7,1,0,0,21,0.0,0.0,0.0,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0
