file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/data/travelplan/service/TravelPlanServiceImpl.java,travelplan.service.TravelPlanServiceImpl$Anonymous5,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/data/travelplan/service/TravelPlanServiceImpl.java,travelplan.service.TravelPlanServiceImpl$Anonymous6,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/data/travelplan/service/TravelPlanServiceImpl.java,travelplan.service.TravelPlanServiceImpl$Anonymous3,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/data/travelplan/entity/TravelAdvanceResultUnit.java,travelplan.entity.TravelAdvanceResultUnit,class,1,2,1,1,1,1,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,11,0,0,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,11,0,0,0,0,25,1,0
/data/travelplan/service/TravelPlanServiceImpl.java,travelplan.service.TravelPlanServiceImpl$Anonymous4,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/data/travelplan/service/TravelPlanServiceImpl.java,travelplan.service.TravelPlanServiceImpl$Anonymous1,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/data/travelplan/service/TravelPlanServiceImpl.java,travelplan.service.TravelPlanServiceImpl$Anonymous2,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/data/travelplan/entity/TransferTravelInfo.java,travelplan.entity.TransferTravelInfo,class,1,4,3,1,3,1,0,1,1,0.6,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,5,0,0,5,0,0,0,0,0,19,1,0,0,0,0,0,0,5,0,5,0,0,0,0,13,1,0
/data/travelplan/controller/TravelPlanController.java,travelplan.controller.TravelPlanController,class,14,15,1,14,5,1,0,12,0,0.2,0.6,0.6,5,0,5,0,0,0,5,0,0,0,2,1,0,1,0,1,1,0,0,23,5,0,0,0,0,11,0,1,0,2,0,0,0,0,32,1,4
/data/travelplan/service/TravelPlanServiceImpl.java,travelplan.service.TravelPlanServiceImpl,class,21,22,1,21,18,1,0,62,12,0.71666664,0.3,0.3,12,0,5,7,0,0,5,0,0,0,5,1,0,3,0,2,1,0,0,216,15,3,0,0,0,25,13,71,8,73,2,6,0,0,100,1,4
/data/travelplan/service/TravelPlanService.java,travelplan.service.TravelPlanService,interface,4,6,2,4,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0
/data/travelplan/entity/TransferTravelResult.java,travelplan.entity.TransferTravelResult,class,2,3,1,2,2,1,0,0,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,2,0,0,0,0,7,1,0
/data/travelplan/config/SecurityConfig.java,travelplan.config.SecurityConfig$Anonymous1,anonymous,1,1,0,1,1,1,0,6,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,-1,0
/data/travelplan/config/SecurityConfig.java,travelplan.config.SecurityConfig,class,13,13,0,13,3,2,0,14,3,0.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,7,0,0,0,0,0,1,0,0,65,1,0
/data/travelplan/TravelPlanApplication.java,travelplan.TravelPlanApplication,class,11,12,1,11,2,1,0,2,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0
